panel,varcode,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,var_consider,var_include
ANPS,RISK_GEN_ORD10A,pro,gen,gen,ord,10,NA,NA,NA,1,1,1
ANPS,LOTTERY_ALLOCB,beh,don,inv,dis,101,NA,alloc,inc,1,1,1
