panel,varcode,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,var_consider,var_include
KLIPS,CHOICE_LOTTERY_KLIPS_1,beh,dom,gam,ord,2,NA,lot,hyp,1,0,0
KLIPS,CHOICE_LOTTERY_KLIPS_2,beh,dom,gam,ord,2,NA,lot,hyp,1,0,0
KLIPS,CHOICE_LOTTERY_KLIPS_3,beh,dom,gam,ord,2,NA,lot,hyp,1,0,0
KLIPS,CHOICE_LOTTERY_KLIPS_4,beh,dom,gam,ord,2,NA,lot,hyp,1,0,0
KLIPS,CHOICE_LOTTERY_KLIPS_5,beh,dom,gam,ord,2,NA,lot,hyp,1,0,0
KLIPS,RISK_GEN_ORD11A,pro,gen,gen,ord,11,NA,NA,NA,1,1,1
IFLS,LOTTERY_RISK_KLIPS,beh,dom,occ,com,NA,NA,NA,NA,5,1,1
