panel,varcode,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,var_consider,var_include
NSHAP,ALC_WK_DIS8A,fre,dom,alc,dis,8,7,NA,NA,1,1
NSHAP,ALC_DRINKS_DAY_OEA,fre,dom,alc,oe,NA,1,NA,NA,1,1
NSHAP,ALC_4DRINKS_3MO_DIS93A,fre,dom,alc,dis,93,90,NA,NA,1,1
NSHAP,ALC_CHECK,fre,dom,alc,ord,2,NA,NA,NA,0,0
NSHAP,ALC_CHECK2,fre,dom,alc,ord,2,NA,NA,NA,0,0
NSHAP,ALC_CHECK3,fre,dom,alc,ord,2,90,NA,NA,0,0
NSHAP,ADVENTU_ORD4A,pro,gen,gen,ord,4,NA,NA,NA,1,1
NSHAP,CIGS_DAY_OEC,fre,dom,smo,oe,NA,1,NA,NA,1,1
NSHAP,SMK_CHECK,fre,dom,smo,ord,2,NA,NA,NA,0,0
