panel,varcode,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,item_num,var_consider,var_include
BES05,RISK_GEN_ORD4A,pro,gen,gen,ord,4,NA,NA,NA,1,1,1
