panel,varcode,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,var_consider,var_include
DRICHOUTIS,RISK_GEN_ORD11A,pro,gen,gen,ord,11,NA,NA,NA,1,1
DRICHOUTIS,BANK_ALLOC,beh,don,inv,ord,6,NA,alloc,hyp,1,1
