panel,sample,wave_id_t1,wave_year_t1,wave_id_t2,wave_year_t2,time_diff_mean,time_diff_median,time_diff_min,time_diff_max,time_diff_sd,year_age_group,age_group,age_mean,age_median,age_min,age_max,age_sd,gender_group,prop_female,n,attrition_rate,varcode,cor_pearson,cor_spearman,icc2_1,cor_pearson_log,cor_spearman_log,icc2_1_log,coeff_var_t1,coeff_var_t2,skewness_t1,skewness_t2,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,continent,country,language,data_collect_mode,sample_type
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-90,12.794223826714802,13,12,15,0.6540201403813107,female,1,554,0.21082621082621078,BREAKIN_CAR_YR_OEA,-0.0031377783510176537,-0.0031377783510176532,-0.002719854941069767,-0.003137778351017653,-0.0031377783510176532,-0.0027198549410697836,23.53720459187964,13.564615529180719,23.47342770705344,13.478579721645922,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-90,12.867632850241545,13,12,17,0.6987594011250442,all,0.5352657004830917,1035,0.23390081421169506,BREAKIN_CAR_YR_OEA,3.0978852980620034e-4,0.16831949706599456,3.19650749974056e-5,0.035424536343532084,0.16831949706599456,0.021610298761273128,23.871671676715543,26.04164358698779,29.073431724236432,31.75460043767221,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-29,12.887755102040817,13,12,17,0.7026825189801554,male,0,392,0.39599383667180277,BREAKIN_CAR_YR_OEA,-0.003628058580516137,-0.006304894278892035,-3.5330953570264273e-4,-0.0053941931961507235,-0.006304894278892035,-0.0018920854848480685,19.79898987322333,13.956997005713447,19.723147759542773,18.499512083728877,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-29,12.768916155419223,13,12,15,0.6447892106358496,female,1,489,0.30341880341880345,BREAKIN_CAR_YR_OEA,-0.0024122147330258026,-0.0029009463322301247,-6.203046385003284e-4,-0.0027955595506181114,-0.0029009463322301247,-0.001956921622704141,22.11334438749598,18.785321920907588,22.045454161353263,20.94628771162968,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-29,12.821793416572078,13,12,17,0.6733747828541562,all,0.5550510783200908,881,0.3478904515173945,BREAKIN_CAR_YR_OEA,-0.002436946624331111,-0.00456617302138145,-5.38654689196157e-4,-0.003654510523973773,-0.00456617302138145,-0.002114754713995466,24.46956551235915,16.788850474912266,27.471361162873176,20.916181996440184,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-90,12.887755102040817,13,12,17,0.7026825189801554,male,0,392,0.39599383667180277,BREAKIN_CAR_YR_OEA,-0.003628058580516137,-0.006304894278892035,-3.5330953570264273e-4,-0.0053941931961507235,-0.006304894278892035,-0.0018920854848480685,19.79898987322333,13.956997005713447,19.723147759542773,18.499512083728877,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-90,12.768916155419223,13,12,15,0.6447892106358496,female,1,489,0.30341880341880345,BREAKIN_CAR_YR_OEA,-0.0024122147330258026,-0.0029009463322301247,-6.203046385003284e-4,-0.0027955595506181114,-0.0029009463322301247,-0.001956921622704141,22.11334438749598,18.785321920907588,22.045454161353263,20.94628771162968,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-90,12.821793416572078,13,12,17,0.6733747828541562,all,0.5550510783200908,881,0.3478904515173945,BREAKIN_CAR_YR_OEA,-0.002436946624331111,-0.00456617302138145,-5.38654689196157e-4,-0.003654510523973773,-0.00456617302138145,-0.002114754713995466,24.46956551235915,16.788850474912266,27.471361162873176,20.916181996440184,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2002,2002,0.9260273972602739,0.9260273972602739,0.9260273972602739,0.9260273972602739,0,20,10-29,14.038520801232666,14,12,19,0.7797959728106466,male,0,649,0.19278606965174128,BREAKIN_CAR_YR_OEA,0.0062230687469160195,0.1698319183278501,0.00460169005112607,0.08740240896068023,0.1698319183278501,0.08731550591346013,9.482758290676504,14.727241265214339,13.876913048452668,22.73932021363874,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2002,2002,0.9260273972602739,0.9260273972602739,0.9260273972602739,0.9260273972602739,0,20,10-29,13.863247863247864,14,12,16,0.7448077951679422,female,1,702,0.16028708133971292,BREAKIN_CAR_YR_OEA,-0.0031311866891612964,-0.003501769658601487,-0.0026405545164486055,-0.0033215992886484985,-0.003501769658601487,-0.0032200357781752872,20.937393941222215,15.27522118697416,23.39686159663329,15.198825344265707,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2002,2002,0.9260273972602739,0.9260273972602739,0.9260273972602739,0.9260273972602739,0,20,10-29,13.947446336047372,14,12,19,0.7665549144926682,all,0.5196150999259808,1351,0.176219512195122,BREAKIN_CAR_YR_OEA,0.009560225401567762,0.15212583030270818,0.007101354690727445,0.09046674898207403,0.15212583030270818,0.0903976796586545,13.093654882554997,20.697301241928123,19.746113605550732,32.807514517157955,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2002,2002,0.9260273972602739,0.9260273972602739,0.9260273972602739,0.9260273972602739,0,20,10-90,14.038520801232666,14,12,19,0.7797959728106466,male,0,649,0.19278606965174128,BREAKIN_CAR_YR_OEA,0.0062230687469160195,0.1698319183278501,0.00460169005112607,0.08740240896068023,0.1698319183278501,0.08731550591346013,9.482758290676504,14.727241265214339,13.876913048452668,22.73932021363874,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2002,2002,0.9260273972602739,0.9260273972602739,0.9260273972602739,0.9260273972602739,0,20,10-90,13.863247863247864,14,12,16,0.7448077951679422,female,1,702,0.16028708133971292,BREAKIN_CAR_YR_OEA,-0.0031311866891612964,-0.003501769658601487,-0.0026405545164486055,-0.0033215992886484985,-0.003501769658601487,-0.0032200357781752872,20.937393941222215,15.27522118697416,23.39686159663329,15.198825344265707,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2002,2002,0.9260273972602739,0.9260273972602739,0.9260273972602739,0.9260273972602739,0,20,10-90,13.947446336047372,14,12,19,0.7665549144926682,all,0.5196150999259808,1351,0.176219512195122,BREAKIN_CAR_YR_OEA,0.009560225401567762,0.15212583030270818,0.007101354690727445,0.09046674898207403,0.15212583030270818,0.0903976796586545,13.093654882554997,20.697301241928123,19.746113605550732,32.807514517157955,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2003,2003,1.904109589041096,1.904109589041096,1.904109589041096,1.904109589041096,0,20,10-29,13.956701030927835,14,12,17,0.7188298595943198,male,0,485,0.3967661691542289,BREAKIN_CAR_YR_OEA,-0.007810903113954398,-0.01890552483107156,-0.00782523638734934,-0.014344409880851667,-0.01890552483107156,-0.01435204446209042,10.957945684284073,11.70754896069914,14.921877177797578,15.975338268209931,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2003,2003,1.904109589041096,1.904109589041096,1.904109589041096,1.904109589041096,0,20,10-29,13.843537414965986,14,12,16,0.7378838961880201,female,1,588,0.2966507177033493,BREAKIN_CAR_YR_OEA,-0.002537761839584822,-0.0034129593782377394,-5.189058294025386e-4,-0.003119739857631148,-0.0034129593782377394,-0.0021243102921622292,19.16048958556208,20.600689689253443,21.401810859264547,22.98197131899116,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2003,2003,1.904109589041096,1.904109589041096,1.904109589041096,1.904109589041096,0,20,10-29,13.894687791239516,14,12,17,0.7311688916684829,all,0.5479962721342032,1073,0.34573170731707314,BREAKIN_CAR_YR_OEA,-0.004179171349812701,-0.0103574741813108,-0.003763479771296191,-0.007862053214087146,-0.0103574741813108,-0.007772157571424518,15.197297408299091,15.759716328570015,21.76187771007558,20.876652916579726,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2003,2003,1.904109589041096,1.904109589041096,1.904109589041096,1.904109589041096,0,20,10-90,13.956701030927835,14,12,17,0.7188298595943198,male,0,485,0.3967661691542289,BREAKIN_CAR_YR_OEA,-0.007810903113954398,-0.01890552483107156,-0.00782523638734934,-0.014344409880851667,-0.01890552483107156,-0.01435204446209042,10.957945684284073,11.70754896069914,14.921877177797578,15.975338268209931,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2003,2003,1.904109589041096,1.904109589041096,1.904109589041096,1.904109589041096,0,20,10-90,13.843537414965986,14,12,16,0.7378838961880201,female,1,588,0.2966507177033493,BREAKIN_CAR_YR_OEA,-0.002537761839584822,-0.0034129593782377394,-5.189058294025386e-4,-0.003119739857631148,-0.0034129593782377394,-0.0021243102921622292,19.16048958556208,20.600689689253443,21.401810859264547,22.98197131899116,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2001,2001,2003,2003,1.904109589041096,1.904109589041096,1.904109589041096,1.904109589041096,0,20,10-90,13.894687791239516,14,12,17,0.7311688916684829,all,0.5479962721342032,1073,0.34573170731707314,BREAKIN_CAR_YR_OEA,-0.004179171349812701,-0.0103574741813108,-0.003763479771296191,-0.007862053214087146,-0.0103574741813108,-0.007772157571424518,15.197297408299091,15.759716328570015,21.76187771007558,20.876652916579726,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2002,2002,2003,2003,0.9780821917808219,0.9780821917808219,0.9780821917808219,0.9780821917808219,0,20,10-29,15.019938650306749,15,13,18,0.7340111351068513,male,0,652,0.22565320665083133,BREAKIN_CAR_YR_OEA,0.026647364090448426,0.13748375068817664,0.021802324220633298,0.0905942879864775,0.13748375068817664,0.09040350300835395,14.73477239235196,11.000371499878872,22.885844160011636,13.690809516261455,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2002,2002,2003,2003,0.9780821917808219,0.9780821917808219,0.9780821917808219,0.9780821917808219,0,20,10-29,14.928876244665718,15,13,18,0.7665029667608038,female,1,703,0.16109785202863958,BREAKIN_CAR_YR_OEA,0.015933690183356143,0.32952291669045514,0.001794864020859109,0.09649206328472006,0.32952291669045514,0.053034132146354974,15.286128254042955,21.928204528555316,15.209786949448668,25.101514334102337,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2002,2002,2003,2003,0.9780821917808219,0.9780821917808219,0.9780821917808219,0.9780821917808219,0,20,10-29,14.972693726937269,15,13,18,0.7521459539961386,all,0.5188191881918819,1355,0.19345238095238093,BREAKIN_CAR_YR_OEA,0.02084260944723115,0.17752135999157717,0.019720704109149122,0.08780809231236977,0.17752135999157717,0.08761434871148947,20.690767186319878,14.62536031040676,32.99049588820694,18.87367696896739,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2002,2002,2003,2003,0.9780821917808219,0.9780821917808219,0.9780821917808219,0.9780821917808219,0,20,10-90,15.019938650306749,15,13,18,0.7340111351068513,male,0,652,0.22565320665083133,BREAKIN_CAR_YR_OEA,0.026647364090448426,0.13748375068817664,0.021802324220633298,0.0905942879864775,0.13748375068817664,0.09040350300835395,14.73477239235196,11.000371499878872,22.885844160011636,13.690809516261455,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2002,2002,2003,2003,0.9780821917808219,0.9780821917808219,0.9780821917808219,0.9780821917808219,0,20,10-90,14.928876244665718,15,13,18,0.7665029667608038,female,1,703,0.16109785202863958,BREAKIN_CAR_YR_OEA,0.015933690183356143,0.32952291669045514,0.001794864020859109,0.09649206328472006,0.32952291669045514,0.053034132146354974,15.286128254042955,21.928204528555316,15.209786949448668,25.101514334102337,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2002,2002,2003,2003,0.9780821917808219,0.9780821917808219,0.9780821917808219,0.9780821917808219,0,20,10-90,14.972693726937269,15,13,18,0.7521459539961386,all,0.5188191881918819,1355,0.19345238095238093,BREAKIN_CAR_YR_OEA,0.02084260944723115,0.17752135999157717,0.019720704109149122,0.08780809231236977,0.17752135999157717,0.08761434871148947,20.690767186319878,14.62536031040676,32.99049588820694,18.87367696896739,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2001,2001,0.9643835616438357,0.9643835616438357,0.9643835616438357,0.9643835616438357,0,20,10-29,13.01727115716753,13,12,19,0.7801908297620861,male,0,579,0.09953343701399686,DAMAGE_PROPER_YR_OEA,0.1366295303476552,0.18999122709757912,0.13282845921963443,0.18902797892299397,0.18999122709757912,0.18862423375074247,5.336817521135601,5.379901205618868,10.54453760418515,9.383467194195351,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2001,2001,0.9643835616438357,0.9643835616438357,0.9643835616438357,0.9643835616438357,0,20,10-29,12.845440494590417,13,12,16,0.6820839146724275,female,1,647,0.06772334293948123,DAMAGE_PROPER_YR_OEA,0.5444790088019972,0.3186302688052868,0.5437422367293286,0.37458429475471117,0.3186302688052868,0.36764828075538025,7.701640673838591,5.7203349119852644,17.08455702748519,9.917385120937594,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2001,2001,0.9643835616438357,0.9643835616438357,0.9643835616438357,0.9643835616438357,0,20,10-29,12.926590538336052,13,12,19,0.7347875708292144,all,0.5277324632952691,1226,0.08302169035153328,DAMAGE_PROPER_YR_OEA,0.19257822354051418,0.24581382467846707,0.1881359428117689,0.2483079965479811,0.24581382467846707,0.24684084074247034,6.47621951866719,6.210881869720852,13.468111943976142,12.149056996853313,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2001,2001,0.9643835616438357,0.9643835616438357,0.9643835616438357,0.9643835616438357,0,20,10-90,13.01727115716753,13,12,19,0.7801908297620861,male,0,579,0.09953343701399686,DAMAGE_PROPER_YR_OEA,0.1366295303476552,0.18999122709757912,0.13282845921963443,0.18902797892299397,0.18999122709757912,0.18862423375074247,5.336817521135601,5.379901205618868,10.54453760418515,9.383467194195351,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2001,2001,0.9643835616438357,0.9643835616438357,0.9643835616438357,0.9643835616438357,0,20,10-90,12.845440494590417,13,12,16,0.6820839146724275,female,1,647,0.06772334293948123,DAMAGE_PROPER_YR_OEA,0.5444790088019972,0.3186302688052868,0.5437422367293286,0.37458429475471117,0.3186302688052868,0.36764828075538025,7.701640673838591,5.7203349119852644,17.08455702748519,9.917385120937594,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2001,2001,0.9643835616438357,0.9643835616438357,0.9643835616438357,0.9643835616438357,0,20,10-90,12.926590538336052,13,12,19,0.7347875708292144,all,0.5277324632952691,1226,0.08302169035153328,DAMAGE_PROPER_YR_OEA,0.19257822354051418,0.24581382467846707,0.1881359428117689,0.2483079965479811,0.24581382467846707,0.24684084074247034,6.47621951866719,6.210881869720852,13.468111943976142,12.149056996853313,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-29,12.936440677966102,13,12,17,0.7286861345414773,male,0,472,0.2659409020217729,DAMAGE_PROPER_YR_OEA,0.005061834176938433,0.048058617900029424,0.005041815415294143,0.023427428747372116,0.048058617900029424,0.0229415702719438,6.310522687902043,4.201829931792254,11.394831525927092,5.953448577848317,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-29,12.79742173112339,13,12,15,0.6538509123199624,female,1,543,0.21757925072046114,DAMAGE_PROPER_YR_OEA,0.010849359909217112,0.11501452146535729,0.006850737704052343,0.061839889791549946,0.11501452146535729,0.05109398228948181,6.45536746434363,4.921629225964758,9.795130574830834,7.066413930304668,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-29,12.862068965517242,13,12,17,0.6927987255578133,all,0.5349753694581281,1015,0.24083769633507857,DAMAGE_PROPER_YR_OEA,0.012586980991436316,0.08035115156551415,0.012533392639422773,0.042532689443252884,0.08035115156551415,0.040270259296036885,7.842349333193822,4.65218052601986,15.943073604315082,6.894478118629401,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-90,12.936440677966102,13,12,17,0.7286861345414773,male,0,472,0.2659409020217729,DAMAGE_PROPER_YR_OEA,0.005061834176938433,0.048058617900029424,0.005041815415294143,0.023427428747372116,0.048058617900029424,0.0229415702719438,6.310522687902043,4.201829931792254,11.394831525927092,5.953448577848317,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-90,12.79742173112339,13,12,15,0.6538509123199624,female,1,543,0.21757925072046114,DAMAGE_PROPER_YR_OEA,0.010849359909217112,0.11501452146535729,0.006850737704052343,0.061839889791549946,0.11501452146535729,0.05109398228948181,6.45536746434363,4.921629225964758,9.795130574830834,7.066413930304668,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2002,2002,1.8904109589041096,1.8904109589041096,1.8904109589041096,1.8904109589041096,0,20,10-90,12.862068965517242,13,12,17,0.6927987255578133,all,0.5349753694581281,1015,0.24083769633507857,DAMAGE_PROPER_YR_OEA,0.012586980991436316,0.08035115156551415,0.012533392639422773,0.042532689443252884,0.08035115156551415,0.040270259296036885,7.842349333193822,4.65218052601986,15.943073604315082,6.894478118629401,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-29,12.891752577319588,13,12,17,0.699674358082159,male,0,388,0.3965785381026439,DAMAGE_PROPER_YR_OEA,0.08636180967456084,0.20747579727181162,0.05876024755430494,0.21243184946423557,0.20747579727181162,0.20811607551561728,6.694493198851893,8.274056192684741,11.140255692938712,13.073434948851238,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-29,12.77035490605428,13,12,15,0.644803884534204,female,1,479,0.30979827089337175,DAMAGE_PROPER_YR_OEA,0.008418583253808568,0.10541309844072755,0.0026829421780312263,0.07340108810437229,0.10541309844072755,0.056816554410863765,6.597496131377081,7.271167017493541,8.956020526222057,11.771695066210405,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-29,12.824682814302191,13,12,17,0.6722405642196629,all,0.552479815455594,867,0.3515332834704562,DAMAGE_PROPER_YR_OEA,0.08578402562438665,0.17613231011204253,0.05640141406613848,0.17721290779570772,0.17613231011204253,0.16651939386937503,8.713357456405895,9.100283918384807,16.251092570055157,17.091351277203287,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
CMC,CMC,2000,2000,2003,2003,2.8684931506849316,2.8684931506849316,2.8684931506849316,2.8684931506849316,0,20,10-90,12.891752577319588,13,12,17,0.699674358082159,male,0,388,0.3965785381026439,DAMAGE_PROPER_YR_OEA,0.08636180967456084,0.20747579727181162,0.05876024755430494,0.21243184946423557,0.20747579727181162,0.20811607551561728,6.694493198851893,8.274056192684741,11.140255692938712,13.073434948851238,fre,dom,eth,oe,NA,365,NA,NA,Europe,Germany,German,Interview,Adolescents
